Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Chevrolet,Impala,2005,2.5,Diesel,Semi-Automatic,1907,4,3,8061
Ford,Fiesta,2023,3.0,Diesel,Semi-Automatic,296982,2,5,8060
BMW,3 Series,2004,4.3,Hybrid,Semi-Automatic,127011,2,1,8059
Audi,Q5,2005,4.5,Hybrid,Automatic,227044,4,2,8059
Toyota,Corolla,2002,1.5,Electric,Automatic,82043,5,1,8059
Kia,Sportage,2010,1.3,Diesel,Automatic,92151,3,5,8056
Honda,Civic,2018,2.9,Diesel,Automatic,292244,3,4,8055
Ford,Focus,2003,4.6,Electric,Manual,177271,3,4,8054
BMW,5 Series,2018,3.4,Diesel,Manual,242283,3,1,8054
Volkswagen,Passat,2013,1.9,Hybrid,Automatic,217349,5,4,8053
Toyota,Corolla,2016,3.9,Petrol,Manual,237347,4,5,8053
Mercedes,E-Class,2006,4.5,Diesel,Manual,117365,3,3,8052
Honda,Civic,2009,4.4,Electric,Manual,257373,2,3,8052
Ford,Focus,2000,4.0,Petrol,Automatic,77402,3,4,8051
Ford,Fiesta,2016,1.1,Petrol,Semi-Automatic,97530,4,5,8049
Hyundai,Elantra,2010,3.3,Electric,Automatic,292576,3,2,8048
Mercedes,C-Class,2001,2.8,Electric,Semi-Automatic,57633,4,1,8047
Ford,Explorer,2004,3.9,Diesel,Semi-Automatic,57680,5,2,8046
Chevrolet,Malibu,2017,1.2,Petrol,Automatic,192701,3,4,8045
Audi,A4,2017,1.9,Diesel,Semi-Automatic,152772,2,2,8044
Chevrolet,Impala,2012,3.0,Diesel,Manual,132867,3,4,8042
Chevrolet,Malibu,2019,3.4,Diesel,Semi-Automatic,257955,3,1,8040
Chevrolet,Impala,2014,4.2,Hybrid,Manual,272984,4,5,8040
BMW,X5,2015,1.5,Electric,Manual,203048,3,1,8039
BMW,3 Series,2012,3.7,Diesel,Automatic,243051,2,3,8038
Volkswagen,Golf,2013,3.0,Hybrid,Semi-Automatic,198051,3,1,8038
BMW,5 Series,2002,3.9,Diesel,Manual,28072,5,3,8038
Honda,Accord,2015,2.5,Diesel,Manual,153086,4,4,8038
Ford,Focus,2023,1.6,Petrol,Semi-Automatic,228076,5,2,8038
Chevrolet,Impala,2002,4.1,Diesel,Manual,38123,4,2,8037
Ford,Fiesta,2010,4.4,Diesel,Manual,173156,3,5,8036
Toyota,Camry,2011,1.9,Diesel,Semi-Automatic,63287,3,5,8034
BMW,X5,2014,3.6,Diesel,Manual,193268,2,5,8034
Audi,Q5,2002,3.4,Diesel,Manual,3252,2,3,8034
Hyundai,Sonata,2008,3.2,Diesel,Semi-Automatic,83330,5,5,8033
BMW,5 Series,2012,2.3,Petrol,Automatic,173383,5,4,8032
Ford,Explorer,2014,1.6,Electric,Automatic,268359,2,1,8032
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,3,1,8031
Mercedes,GLA,2005,4.8,Hybrid,Semi-Automatic,168485,2,5,8030
Volkswagen,Golf,2002,2.3,Electric,Semi-Automatic,48461,5,4,8030
BMW,X5,2015,3.0,Electric,Semi-Automatic,278471,3,4,8030
Ford,Fiesta,2012,1.6,Hybrid,Manual,113465,2,4,8030
Toyota,RAV4,2001,3.4,Hybrid,Manual,38559,5,2,8028
Toyota,Corolla,2016,3.3,Diesel,Automatic,283554,2,2,8028
Chevrolet,Equinox,2012,4.6,Petrol,Semi-Automatic,213619,4,5,8027
Toyota,Camry,2018,2.2,Diesel,Semi-Automatic,183658,5,5,8026
Mercedes,C-Class,2013,1.5,Hybrid,Automatic,198747,5,4,8025
Kia,Sportage,2009,1.4,Petrol,Automatic,83765,2,4,8024
Ford,Fiesta,2001,1.9,Electric,Automatic,88822,3,5,8023
Hyundai,Elantra,2007,2.6,Hybrid,Automatic,163892,2,1,8022
Toyota,Camry,2023,2.7,Diesel,Semi-Automatic,283868,4,2,8022
Mercedes,GLA,2015,4.2,Diesel,Semi-Automatic,238931,3,3,8021
Chevrolet,Malibu,2015,2.5,Diesel,Automatic,228993,2,3,8020
BMW,3 Series,2019,2.4,Hybrid,Manual,259033,3,5,8019
Toyota,Corolla,2010,3.9,Diesel,Semi-Automatic,149067,2,2,8018
Chevrolet,Equinox,2006,4.4,Electric,Manual,214108,5,1,8017
BMW,X5,2001,4.7,Electric,Manual,154159,3,2,8016
Kia,Optima,2020,2.5,Diesel,Manual,229237,2,1,8015
Ford,Focus,2009,4.1,Electric,Semi-Automatic,244248,4,5,8015
BMW,3 Series,2012,3.6,Petrol,Automatic,239207,4,1,8015
Chevrolet,Impala,2005,4.7,Electric,Manual,214270,5,5,8014
BMW,3 Series,2016,2.9,Electric,Semi-Automatic,289360,4,5,8012
BMW,5 Series,2010,3.5,Electric,Manual,229393,4,5,8012
Mercedes,C-Class,2016,2.4,Hybrid,Automatic,289394,2,2,8012
Chevrolet,Impala,2007,2.0,Electric,Semi-Automatic,109453,3,3,8010
Ford,Fiesta,2007,1.9,Petrol,Semi-Automatic,4478,4,4,8010
Mercedes,GLA,2010,1.9,Hybrid,Manual,99563,3,5,8008
BMW,5 Series,2016,2.7,Hybrid,Semi-Automatic,229813,3,2,8003
Hyundai,Elantra,2014,2.0,Electric,Automatic,289946,2,1,8001
Honda,Civic,2018,2.0,Hybrid,Manual,224940,5,1,8001
Toyota,Camry,2012,3.5,Petrol,Semi-Automatic,159933,3,2,8001
Volkswagen,Tiguan,2003,3.4,Diesel,Manual,19996,3,2,8000
Kia,Rio,2006,2.8,Electric,Manual,134987,5,5,8000
Toyota,RAV4,2012,2.0,Hybrid,Manual,134976,5,5,8000
Honda,Civic,2016,2.6,Petrol,Manual,175047,2,5,7999
Kia,Sportage,2013,4.1,Diesel,Manual,205001,4,1,7999
Hyundai,Tucson,2017,1.7,Hybrid,Semi-Automatic,195051,3,4,7998
BMW,3 Series,2012,4.0,Diesel,Semi-Automatic,185073,5,1,7998
BMW,X5,2009,2.6,Petrol,Semi-Automatic,70133,5,1,7997
Toyota,RAV4,2016,4.4,Diesel,Semi-Automatic,265121,3,4,7997
Volkswagen,Tiguan,2023,1.7,Hybrid,Semi-Automatic,285183,4,3,7996
Ford,Focus,2018,3.5,Diesel,Semi-Automatic,250184,5,5,7996
BMW,5 Series,2013,2.0,Electric,Semi-Automatic,200202,4,5,7995
Ford,Explorer,2021,2.5,Diesel,Manual,245286,3,5,7994
Audi,A4,2000,3.4,Hybrid,Automatic,100297,5,5,7994
Ford,Explorer,2003,4.6,Diesel,Manual,80305,2,2,7993
Audi,A3,2022,1.1,Hybrid,Semi-Automatic,240385,2,3,7992
Ford,Explorer,2009,4.7,Petrol,Manual,175410,4,1,7991
Ford,Fiesta,2011,3.6,Electric,Manual,250467,4,3,7990
Audi,A4,2007,4.3,Electric,Manual,225492,4,3,7990
Volkswagen,Tiguan,2013,4.4,Petrol,Automatic,295496,4,3,7990
Honda,Accord,2006,3.0,Electric,Manual,145460,2,3,7990
Toyota,Corolla,2021,2.3,Petrol,Semi-Automatic,235502,5,4,7989
Toyota,Corolla,2002,2.9,Diesel,Automatic,55509,3,2,7989
Ford,Explorer,2017,1.5,Hybrid,Manual,185616,2,1,7987
Kia,Rio,2013,4.1,Hybrid,Semi-Automatic,255638,2,3,7987
BMW,3 Series,2010,3.0,Diesel,Manual,105615,4,2,7987
Chevrolet,Malibu,2015,4.7,Diesel,Semi-Automatic,265634,5,2,7987
Honda,Civic,2010,3.9,Diesel,Semi-Automatic,150711,2,2,7985
Audi,Q5,2016,2.0,Petrol,Automatic,220765,4,1,7984
Kia,Optima,2007,4.9,Diesel,Manual,155788,5,1,7984
Audi,A3,2016,4.8,Petrol,Semi-Automatic,285781,5,3,7984
Volkswagen,Golf,2004,3.0,Petrol,Manual,15859,4,1,7982
Volkswagen,Golf,2008,3.3,Electric,Automatic,265865,3,4,7982
Mercedes,GLA,2015,2.6,Hybrid,Semi-Automatic,210969,4,2,7980
Kia,Rio,2007,2.5,Petrol,Manual,35984,5,5,7980
Chevrolet,Equinox,2022,1.7,Diesel,Manual,221108,2,5,7977
Honda,CR-V,2009,1.5,Electric,Manual,116199,4,2,7976
Kia,Rio,2010,3.3,Electric,Semi-Automatic,221294,5,1,7974
Ford,Explorer,2010,1.6,Petrol,Manual,36425,3,4,7971
Toyota,RAV4,2004,1.3,Electric,Automatic,106431,5,3,7971
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,126424,2,5,7971
Volkswagen,Golf,2009,3.1,Petrol,Semi-Automatic,96499,4,2,7970
Audi,A3,2015,2.8,Petrol,Automatic,246588,3,2,7968
Chevrolet,Impala,2006,4.4,Diesel,Automatic,191716,2,3,7965
Ford,Focus,2009,2.3,Hybrid,Semi-Automatic,106773,3,1,7964
Kia,Optima,2014,1.4,Diesel,Manual,86788,5,4,7964
Chevrolet,Malibu,2010,3.8,Diesel,Manual,146879,2,2,7962
Kia,Sportage,2001,4.0,Hybrid,Automatic,146969,2,2,7960
BMW,3 Series,2016,2.8,Hybrid,Semi-Automatic,236994,2,4,7960
Hyundai,Tucson,2013,3.9,Electric,Semi-Automatic,296964,3,3,7960
Audi,A4,2010,1.1,Petrol,Semi-Automatic,12009,5,5,7959
Audi,A4,2004,1.3,Hybrid,Automatic,57078,3,4,7958
Toyota,Corolla,2014,3.8,Diesel,Automatic,282059,4,5,7958
BMW,5 Series,2012,1.7,Hybrid,Semi-Automatic,122057,3,2,7958
Chevrolet,Impala,2002,2.6,Electric,Manual,67087,3,1,7958
Ford,Focus,2009,2.1,Petrol,Automatic,122067,4,4,7958
Kia,Rio,2004,1.3,Electric,Semi-Automatic,32171,2,3,7956
Ford,Focus,2008,2.0,Electric,Automatic,202191,5,1,7956
Chevrolet,Malibu,2007,1.1,Diesel,Automatic,42238,3,3,7955
BMW,5 Series,2001,4.6,Hybrid,Semi-Automatic,102282,4,3,7954
Audi,Q5,2001,4.5,Electric,Semi-Automatic,147300,2,4,7954
Toyota,RAV4,2017,2.4,Electric,Manual,282266,4,4,7954
BMW,3 Series,2005,3.2,Petrol,Semi-Automatic,42332,4,4,7953
Chevrolet,Impala,2012,3.4,Hybrid,Automatic,282395,3,2,7952
Mercedes,E-Class,2018,1.7,Petrol,Manual,162443,2,5,7951
Honda,Accord,2013,1.2,Petrol,Semi-Automatic,62406,3,2,7951
Kia,Sportage,2001,4.7,Electric,Semi-Automatic,157495,2,2,7950
BMW,X5,2002,3.9,Electric,Automatic,207519,5,1,7949
Chevrolet,Impala,2009,3.5,Petrol,Automatic,192593,5,4,7948
Chevrolet,Equinox,2009,4.9,Petrol,Manual,187571,4,1,7948
Volkswagen,Golf,2013,3.0,Hybrid,Automatic,277621,4,4,7947
BMW,5 Series,2005,4.3,Electric,Automatic,272769,4,1,7944
Hyundai,Tucson,2012,4.5,Petrol,Manual,212772,5,4,7944
Chevrolet,Equinox,2021,3.1,Diesel,Manual,277817,5,3,7943
Chevrolet,Equinox,2013,2.2,Diesel,Manual,112848,4,3,7943
Audi,Q5,2002,3.2,Hybrid,Automatic,122820,2,5,7943
BMW,5 Series,2001,4.7,Petrol,Manual,57858,3,5,7942
Hyundai,Sonata,2010,1.6,Petrol,Automatic,112946,2,5,7941
BMW,X5,2003,4.6,Petrol,Manual,82919,4,5,7941
Honda,CR-V,2013,2.5,Hybrid,Automatic,252912,2,5,7941
Honda,CR-V,2010,3.1,Petrol,Manual,112998,5,1,7940
BMW,X5,2004,4.4,Electric,Automatic,263004,2,3,7939
Hyundai,Elantra,2009,1.3,Hybrid,Automatic,133051,5,3,7938
Toyota,Corolla,2017,2.1,Petrol,Manual,168083,4,5,7938
Honda,Civic,2014,2.0,Diesel,Manual,118113,3,3,7937
Audi,A4,2021,2.3,Diesel,Manual,238144,2,1,7937
Mercedes,C-Class,2000,3.6,Diesel,Automatic,63178,3,4,7936
Ford,Fiesta,2007,2.7,Electric,Manual,148284,5,4,7934
Kia,Sportage,2012,3.8,Hybrid,Semi-Automatic,228277,5,2,7934
Kia,Rio,2012,3.4,Hybrid,Manual,208348,3,4,7933
Ford,Fiesta,2014,3.2,Petrol,Automatic,253316,3,5,7933
Toyota,Corolla,2018,3.0,Diesel,Manual,228362,5,2,7932
Mercedes,E-Class,2011,1.1,Hybrid,Semi-Automatic,78434,2,2,7931
Volkswagen,Golf,2017,4.7,Diesel,Semi-Automatic,298534,2,4,7929
Ford,Explorer,2001,2.3,Electric,Manual,38542,5,2,7929
Volkswagen,Tiguan,2002,1.9,Diesel,Automatic,8589,4,5,7928
Hyundai,Elantra,2014,3.7,Petrol,Semi-Automatic,203553,3,5,7928
Volkswagen,Golf,2012,4.0,Diesel,Automatic,263678,2,5,7926
Mercedes,GLA,2001,2.1,Petrol,Automatic,3660,3,5,7926
Ford,Focus,2021,3.3,Diesel,Semi-Automatic,288662,3,4,7926
Volkswagen,Tiguan,2012,1.2,Electric,Manual,148720,3,2,7925
Toyota,Corolla,2003,1.5,Electric,Semi-Automatic,28708,3,4,7925
Kia,Rio,2005,2.2,Diesel,Automatic,68780,4,4,7924
Chevrolet,Impala,2000,3.5,Electric,Manual,83835,2,5,7923
Volkswagen,Passat,2005,1.1,Petrol,Automatic,13832,3,3,7923
Honda,Civic,2005,1.6,Electric,Automatic,138872,5,4,7922
Audi,Q5,2011,2.4,Hybrid,Semi-Automatic,144052,2,4,7918
Kia,Rio,2005,2.6,Diesel,Semi-Automatic,14058,5,4,7918
Audi,A4,2023,1.6,Hybrid,Manual,284124,2,2,7917
Audi,A3,2016,2.2,Hybrid,Automatic,284193,2,4,7916
Toyota,Camry,2014,2.5,Hybrid,Semi-Automatic,194179,3,3,7916
Honda,CR-V,2002,3.9,Hybrid,Manual,84234,5,2,7915
Toyota,Camry,2016,2.2,Electric,Manual,259242,2,5,7915
Volkswagen,Golf,2011,3.7,Hybrid,Manual,209279,5,2,7914
Chevrolet,Malibu,2004,3.3,Electric,Semi-Automatic,134262,4,4,7914
Kia,Sportage,2012,1.5,Electric,Automatic,239265,2,1,7914
Kia,Optima,2006,2.8,Diesel,Semi-Automatic,39388,5,4,7912
Chevrolet,Impala,2008,4.0,Electric,Manual,229386,3,2,7912
Toyota,Corolla,2006,4.4,Hybrid,Semi-Automatic,169351,2,2,7912
Kia,Rio,2012,3.6,Petrol,Automatic,244437,2,2,7911
Hyundai,Elantra,2007,4.6,Hybrid,Semi-Automatic,194421,5,2,7911
Volkswagen,Passat,2007,4.4,Electric,Manual,234437,2,1,7911
Chevrolet,Malibu,2016,3.8,Hybrid,Semi-Automatic,289487,4,3,7910
Chevrolet,Impala,2000,1.2,Electric,Automatic,44471,2,3,7910
Volkswagen,Tiguan,2014,2.2,Electric,Semi-Automatic,229476,5,3,7910
Toyota,Corolla,2012,4.0,Electric,Semi-Automatic,289548,4,5,7909
Toyota,Camry,2001,3.2,Hybrid,Manual,34506,3,5,7909
BMW,5 Series,2006,4.5,Diesel,Manual,124588,5,4,7908
Ford,Fiesta,2012,1.4,Electric,Manual,159569,4,4,7908
Audi,A3,2018,3.9,Petrol,Semi-Automatic,274722,2,4,7905
Ford,Focus,2016,4.1,Diesel,Manual,254750,3,3,7905
Honda,CR-V,2002,2.8,Electric,Manual,79829,3,4,7903
Audi,A4,2000,4.2,Petrol,Automatic,94834,5,2,7903
Audi,A3,2001,3.9,Petrol,Manual,19843,3,4,7903
Ford,Fiesta,2004,1.8,Hybrid,Manual,9861,2,2,7902
Honda,Accord,2009,2.0,Petrol,Automatic,119916,4,4,7901
Mercedes,C-Class,2010,3.8,Diesel,Semi-Automatic,149913,2,3,7901
Hyundai,Sonata,2002,4.7,Petrol,Semi-Automatic,74979,5,2,7900
Volkswagen,Golf,2017,3.2,Diesel,Semi-Automatic,225017,2,1,7899
Honda,Accord,2014,2.0,Hybrid,Manual,170081,4,3,7898
Chevrolet,Equinox,2013,1.3,Hybrid,Manual,120114,4,2,7897
Chevrolet,Malibu,2001,4.9,Petrol,Manual,70195,2,2,7896
Ford,Fiesta,2012,2.8,Petrol,Automatic,205270,3,2,7894
Audi,A4,2009,4.1,Hybrid,Automatic,275327,5,1,7893
Honda,Accord,2010,2.5,Hybrid,Semi-Automatic,135477,5,2,7890
Toyota,Corolla,2005,3.1,Diesel,Automatic,115517,2,1,7889
BMW,5 Series,2010,1.9,Electric,Manual,155611,5,4,7887
Ford,Fiesta,2013,2.9,Diesel,Semi-Automatic,150643,4,4,7887
BMW,5 Series,2007,4.3,Hybrid,Automatic,255700,2,1,7886
Kia,Sportage,2013,3.4,Hybrid,Manual,225705,3,2,7885
Honda,CR-V,2005,3.7,Hybrid,Manual,120799,2,2,7884
Ford,Explorer,2008,3.9,Electric,Semi-Automatic,225838,5,3,7883
Kia,Optima,2010,2.9,Hybrid,Semi-Automatic,155808,4,5,7883
Toyota,Corolla,2006,2.7,Electric,Semi-Automatic,135840,5,5,7883
Chevrolet,Malibu,2020,2.6,Diesel,Manual,240811,4,1,7883
Kia,Rio,2022,1.6,Diesel,Automatic,295898,3,1,7882
Mercedes,E-Class,2008,2.5,Electric,Manual,155908,2,2,7881
Ford,Focus,2010,4.0,Hybrid,Automatic,286041,2,2,7879
Honda,Civic,2000,3.9,Hybrid,Manual,56020,2,4,7879
Honda,Civic,2012,1.5,Electric,Automatic,241016,2,5,7879
BMW,3 Series,2007,1.2,Electric,Semi-Automatic,76098,5,3,7878
Kia,Optima,2011,2.1,Diesel,Semi-Automatic,81075,2,2,7878
BMW,5 Series,2015,5.0,Diesel,Semi-Automatic,286165,2,3,7876
Ford,Focus,2006,4.5,Petrol,Semi-Automatic,126157,5,3,7876
Honda,CR-V,2016,2.9,Diesel,Manual,196174,5,5,7876
BMW,3 Series,2002,3.4,Electric,Automatic,186232,4,3,7875
Volkswagen,Passat,2001,2.0,Diesel,Automatic,1365,3,2,7872
Honda,CR-V,2009,4.9,Diesel,Automatic,266435,2,3,7871
BMW,X5,2013,3.4,Hybrid,Manual,226521,2,1,7869
Kia,Optima,2018,1.7,Diesel,Automatic,241508,3,1,7869
Volkswagen,Tiguan,2022,2.7,Petrol,Manual,276686,5,4,7866
Mercedes,C-Class,2002,3.9,Hybrid,Semi-Automatic,86694,5,3,7866
BMW,X5,2000,3.4,Petrol,Automatic,56709,4,4,7865
Chevrolet,Malibu,2009,3.2,Electric,Manual,206720,5,3,7865
Honda,Accord,2011,3.3,Diesel,Automatic,216830,3,5,7863
BMW,3 Series,2022,3.0,Diesel,Semi-Automatic,291822,4,1,7863
Volkswagen,Tiguan,2003,2.4,Petrol,Automatic,51849,5,5,7863
Ford,Focus,2010,1.5,Hybrid,Semi-Automatic,86892,2,5,7862
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,2,1,7858
Chevrolet,Impala,2021,2.9,Diesel,Manual,272066,4,3,7858
Audi,Q5,2005,4.6,Diesel,Semi-Automatic,117063,2,4,7858
Honda,Accord,2023,1.5,Hybrid,Manual,282131,5,4,7857
BMW,5 Series,2006,2.4,Petrol,Semi-Automatic,22158,2,2,7856
Volkswagen,Passat,2017,1.8,Diesel,Semi-Automatic,157223,4,1,7855
Kia,Rio,2012,2.3,Diesel,Automatic,182254,4,2,7854
Volkswagen,Tiguan,2020,1.5,Electric,Manual,287278,3,3,7854
Audi,Q5,2005,3.3,Diesel,Manual,52310,5,2,7853
Mercedes,GLA,2003,2.2,Hybrid,Semi-Automatic,17393,3,5,7852
Kia,Sportage,2007,1.5,Hybrid,Manual,42352,3,5,7852
Audi,Q5,2011,4.5,Petrol,Automatic,277409,3,5,7851
Hyundai,Sonata,2011,3.1,Diesel,Manual,132448,5,3,7851
BMW,3 Series,2003,4.8,Hybrid,Automatic,222592,5,2,7848
Hyundai,Tucson,2000,4.2,Diesel,Manual,22625,3,3,7847
Hyundai,Sonata,2015,2.2,Petrol,Manual,147721,5,1,7845
Kia,Optima,2017,1.0,Electric,Manual,217816,4,5,7843
Chevrolet,Malibu,2005,3.4,Hybrid,Semi-Automatic,107881,2,3,7842
BMW,3 Series,2011,2.6,Petrol,Manual,107928,4,2,7841
Volkswagen,Golf,2005,1.6,Hybrid,Automatic,92903,3,1,7841
Honda,Civic,2019,2.2,Petrol,Automatic,282943,5,4,7841
Chevrolet,Impala,2010,3.7,Diesel,Manual,147961,3,2,7840
Honda,Accord,2005,4.4,Petrol,Manual,107963,4,4,7840
Ford,Fiesta,2007,1.3,Hybrid,Manual,32956,5,4,7840
Honda,CR-V,2019,1.4,Petrol,Semi-Automatic,168026,4,5,7839
Ford,Fiesta,2006,4.6,Petrol,Semi-Automatic,133079,4,1,7838
Honda,Accord,2005,4.5,Diesel,Semi-Automatic,113103,5,5,7837
Mercedes,E-Class,2005,4.9,Diesel,Manual,133103,4,4,7837
Kia,Optima,2012,1.9,Diesel,Manual,88215,3,3,7835
Toyota,Camry,2012,2.4,Petrol,Automatic,188235,5,1,7835
BMW,3 Series,2013,1.5,Hybrid,Automatic,208293,2,4,7834
Ford,Explorer,2008,3.7,Diesel,Semi-Automatic,118324,3,1,7833
Hyundai,Tucson,2011,2.1,Hybrid,Automatic,208405,5,5,7831
Hyundai,Elantra,2011,4.0,Petrol,Manual,178485,5,4,7830
Mercedes,E-Class,2003,3.0,Hybrid,Automatic,133454,2,1,7830
Toyota,Corolla,2003,4.0,Petrol,Semi-Automatic,58491,5,3,7830
Mercedes,C-Class,2018,3.1,Diesel,Semi-Automatic,238454,4,5,7830
Hyundai,Sonata,2008,3.9,Electric,Semi-Automatic,228511,4,5,7829
Toyota,Corolla,2019,2.7,Diesel,Manual,233642,2,2,7827
Hyundai,Elantra,2009,3.2,Electric,Semi-Automatic,208683,5,4,7826
Honda,Accord,2000,2.8,Electric,Automatic,128713,4,2,7825
Toyota,RAV4,2012,3.3,Petrol,Semi-Automatic,158791,2,1,7824
Honda,Accord,2001,2.4,Hybrid,Automatic,73832,5,4,7823
Volkswagen,Tiguan,2006,2.6,Hybrid,Semi-Automatic,83858,4,1,7822
BMW,X5,2002,3.2,Petrol,Semi-Automatic,3901,3,3,7821
Toyota,RAV4,2017,3.7,Diesel,Semi-Automatic,254043,5,3,7819
Volkswagen,Passat,2003,2.6,Electric,Manual,89008,5,3,7819
Audi,Q5,2019,1.5,Hybrid,Automatic,299007,2,2,7819
Volkswagen,Golf,2007,4.1,Petrol,Semi-Automatic,124068,2,5,7818
Toyota,RAV4,2010,3.7,Diesel,Manual,149055,2,3,7818
Kia,Rio,2011,1.7,Diesel,Semi-Automatic,64106,3,2,7817
Honda,Accord,2019,1.4,Petrol,Manual,169170,4,4,7816
Audi,A3,2002,1.8,Electric,Manual,34292,5,4,7814
Volkswagen,Passat,2013,2.5,Hybrid,Manual,184260,4,2,7814
Audi,Q5,2007,2.1,Petrol,Manual,24303,3,2,7813
Volkswagen,Tiguan,2008,1.1,Electric,Semi-Automatic,89304,3,3,7813
Toyota,RAV4,2006,2.5,Electric,Semi-Automatic,129320,2,3,7813
Honda,Accord,2011,4.0,Electric,Manual,279343,3,1,7813
Audi,A3,2007,2.9,Diesel,Automatic,139422,4,1,7811
Chevrolet,Equinox,2009,1.8,Hybrid,Automatic,164435,4,1,7811
Volkswagen,Golf,2008,1.4,Petrol,Manual,4487,4,2,7810
Audi,A4,2010,2.2,Hybrid,Semi-Automatic,124510,4,1,7809
Honda,Accord,2002,2.2,Hybrid,Automatic,79517,5,1,7809
Kia,Optima,2012,2.6,Diesel,Semi-Automatic,124589,5,3,7808
Honda,Accord,2021,1.2,Petrol,Manual,189585,2,4,7808
Ford,Focus,2005,4.3,Diesel,Automatic,179568,3,1,7808
Kia,Rio,2002,2.9,Electric,Automatic,164637,5,2,7807
Chevrolet,Malibu,2013,1.3,Electric,Manual,174642,5,3,7807
Mercedes,C-Class,2008,3.4,Electric,Semi-Automatic,204692,4,3,7806
Chevrolet,Impala,2017,3.1,Diesel,Semi-Automatic,224837,2,4,7803
Audi,A3,2012,4.9,Diesel,Semi-Automatic,239807,3,2,7803
Audi,A3,2013,4.0,Petrol,Automatic,284811,3,1,7803
Kia,Optima,2008,4.6,Petrol,Manual,164879,2,4,7802
BMW,3 Series,2003,3.3,Electric,Manual,124893,2,1,7802
Ford,Explorer,2002,4.0,Diesel,Automatic,119893,5,4,7802
Hyundai,Tucson,2003,3.2,Petrol,Semi-Automatic,19907,4,4,7801
Toyota,Corolla,2003,2.5,Hybrid,Semi-Automatic,34959,4,3,7800
Honda,Accord,2001,4.6,Petrol,Semi-Automatic,60030,4,4,7799
Hyundai,Elantra,2012,2.8,Hybrid,Semi-Automatic,185144,3,1,7797
Chevrolet,Malibu,2019,3.7,Diesel,Semi-Automatic,285346,5,2,7793
Audi,Q5,2004,4.6,Electric,Manual,205475,5,4,7790
Honda,Accord,2013,1.3,Electric,Semi-Automatic,175515,3,3,7789
Kia,Sportage,2011,3.3,Petrol,Manual,145791,4,4,7784
Volkswagen,Tiguan,2004,3.9,Hybrid,Manual,120794,3,3,7784
BMW,3 Series,2000,4.2,Electric,Automatic,200754,4,3,7784
Ford,Focus,2009,2.5,Electric,Semi-Automatic,175762,4,4,7784
Ford,Focus,2000,2.4,Hybrid,Automatic,60894,2,3,7782
Ford,Fiesta,2011,4.5,Petrol,Automatic,280977,4,1,7780
Ford,Fiesta,2010,2.6,Hybrid,Manual,145953,5,1,7780
Honda,Accord,2011,4.2,Electric,Semi-Automatic,291049,4,2,7779
Chevrolet,Impala,2002,4.7,Diesel,Manual,81018,4,1,7779
Toyota,Corolla,2014,1.3,Petrol,Manual,91179,3,4,7776
Audi,A4,2001,1.9,Hybrid,Automatic,51262,5,3,7774
Audi,A3,2019,1.6,Diesel,Automatic,256344,5,3,7773
Toyota,Corolla,2011,4.3,Hybrid,Manual,246547,4,5,7769
Audi,Q5,2005,1.5,Hybrid,Manual,16573,2,4,7768
Audi,A3,2001,4.4,Diesel,Semi-Automatic,51568,5,4,7768
Kia,Rio,2005,4.2,Electric,Automatic,276584,5,5,7768
Volkswagen,Golf,2009,2.2,Electric,Semi-Automatic,161642,3,1,7767
Volkswagen,Golf,2000,1.9,Hybrid,Automatic,36648,5,3,7767
Mercedes,GLA,2003,4.2,Diesel,Manual,71650,2,5,7767
Honda,CR-V,2002,4.2,Diesel,Semi-Automatic,56697,3,4,7766
Audi,A3,2013,2.8,Petrol,Automatic,226670,4,5,7766
Chevrolet,Equinox,2013,1.6,Hybrid,Manual,141716,4,5,7765
Kia,Optima,2018,1.2,Electric,Manual,246762,2,4,7764
Honda,Accord,2020,3.4,Diesel,Semi-Automatic,286798,3,1,7764
Toyota,Corolla,2016,3.8,Petrol,Manual,246841,2,2,7763
BMW,3 Series,2003,3.2,Hybrid,Semi-Automatic,71841,2,1,7763
Toyota,Camry,2012,3.3,Petrol,Manual,161823,5,2,7763
Honda,Accord,2010,1.5,Hybrid,Semi-Automatic,91828,3,5,7763
Kia,Rio,2011,2.5,Diesel,Manual,106854,4,2,7762
Kia,Sportage,2013,2.4,Hybrid,Manual,181915,3,2,7761
Audi,A3,2017,1.7,Diesel,Manual,156940,4,2,7761
Hyundai,Tucson,2014,4.5,Petrol,Semi-Automatic,252087,4,4,7758
BMW,X5,2019,1.5,Electric,Semi-Automatic,277287,4,2,7754
Kia,Rio,2011,1.4,Petrol,Manual,52300,4,2,7754
Audi,A3,2003,1.6,Petrol,Automatic,17382,4,4,7752
Audi,A4,2016,2.7,Electric,Manual,292450,3,2,7751
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,247451,3,3,7750
Chevrolet,Malibu,2019,3.0,Petrol,Manual,252522,3,4,7749
Kia,Rio,2020,1.3,Hybrid,Semi-Automatic,232567,5,5,7748
Hyundai,Tucson,2009,4.8,Petrol,Manual,192616,3,5,7747
Volkswagen,Tiguan,2023,1.4,Petrol,Semi-Automatic,232647,2,2,7747
